claim_id,result_text,value,unit,denominator_or_grain,date_window,data_scope,evidence_type,source_file,source_row_or_metric,run_id,source_commit_or_version,limitation,data_stage
COMP_COMMON_N,共同且分类稳定购买商品ID数量,12,product_id_proxies,仅两期共同购买且观察分类稳定的商品,2019-10-25 vs 2019-10-04/11/18 UTC,rees46_oct_nov_user5_analysis_v1,A_observational,reports/computers_mix/decomposition.csv,"{""where"":{""target_date"":""2019-10-25"",""part"":""stable_common""},""field"":""products""}",computers-mix-01,309a151e9808f7f028e2074c8b040eaea56a0c06,共同商品有选择性;小金额项不能外推全部商品价格稳定,
COMP_COMMON_Q,共同商品购买事件数量项,2037.98333333333333333333333333333333,observed_price_units,仅两期共同购买且观察分类稳定的商品,2019-10-25 vs 2019-10-04/11/18 UTC,rees46_oct_nov_user5_analysis_v1,A_observational,reports/computers_mix/decomposition.csv,"{""where"":{""target_date"":""2019-10-25"",""part"":""stable_common""},""field"":""quantity_component""}",computers-mix-01,309a151e9808f7f028e2074c8b040eaea56a0c06,共同商品有选择性;小金额项不能外推全部商品价格稳定,
COMP_COMMON_P,共同商品ID内单条观测金额项,-39.2433333333333333333333333333333333,observed_price_units,仅两期共同购买且观察分类稳定的商品,2019-10-25 vs 2019-10-04/11/18 UTC,rees46_oct_nov_user5_analysis_v1,A_observational,reports/computers_mix/decomposition.csv,"{""where"":{""target_date"":""2019-10-25"",""part"":""stable_common""},""field"":""within_product_amount_component""}",computers-mix-01,309a151e9808f7f028e2074c8b040eaea56a0c06,共同商品有选择性;小金额项不能外推全部商品价格稳定,
ELECTRONICS_CONTRIB,electronics占净金额差的代数贡献,0.779648593544945899353571998593946832,fraction,相同三天历史均值及10月25日;非因果贡献,2019-10-25 vs 2019-10-04/11/18 UTC,rees46_oct_user5_analysis_v1,A_observational,reports/dimension_contributions.csv,"{""where"":{""dim_name"":""category_l1"",""dim_value_key"":""category:electronics""},""field"":""signed_contribution""}",diagnosis-oct-02,2ad666f7cb01574d13b0859d3f5393b4a5c36dc9,绝对贡献大不等于自身最异常;只用历史日期,
ELECTRONICS_SHARE0,electronics历史金额份额,0.762120314291309396551598139580498284,fraction,相同三天历史均值及10月25日;非因果贡献,2019-10-25 vs 2019-10-04/11/18 UTC,rees46_oct_user5_analysis_v1,A_observational,reports/dimension_contributions.csv,"{""where"":{""dim_name"":""category_l1"",""dim_value_key"":""category:electronics""},""field"":""history_share""}",diagnosis-oct-02,2ad666f7cb01574d13b0859d3f5393b4a5c36dc9,绝对贡献大不等于自身最异常;只用历史日期,
ELECTRONICS_SHARE1,electronics当日金额份额,0.758947235027327006096581286910003212,fraction,相同三天历史均值及10月25日;非因果贡献,2019-10-25 vs 2019-10-04/11/18 UTC,rees46_oct_user5_analysis_v1,A_observational,reports/dimension_contributions.csv,"{""where"":{""dim_name"":""category_l1"",""dim_value_key"":""category:electronics""},""field"":""current_share""}",diagnosis-oct-02,2ad666f7cb01574d13b0859d3f5393b4a5c36dc9,绝对贡献大不等于自身最异常;只用历史日期,
NOV_GROWTH,完整11月与完整十月的日均金额比较,0.236443685502717923530801209,relative_fraction,11月30天/分支27天日均 vs 十月31天日均,2019-10/11 UTC,rees46_oct_nov_user5_analysis_v1,A_observational,reports/purchase_timing/monthly_sensitivity.csv,"{""where"":{""scenario"":""november_full_primary""},""field"":""versus_october_daily_mean""}",timing-01,cdc9357a146d2e6d3f4e1bd98e237452749f199a,日期/星期构成不同;分支不替代完整月;不等于调整后的真实增长,
NOV_SENSITIVITY,暂不纳入11月15-17日的事后敏感性,-0.0258353242502624238841017721,relative_fraction,11月30天/分支27天日均 vs 十月31天日均,2019-10/11 UTC,rees46_oct_nov_user5_analysis_v1,A_observational,reports/purchase_timing/monthly_sensitivity.csv,"{""where"":{""scenario"":""november_exclude_15_17_posthoc""},""field"":""versus_october_daily_mean""}",timing-01,cdc9357a146d2e6d3f4e1bd98e237452749f199a,日期/星期构成不同;分支不替代完整月;不等于调整后的真实增长,
NOV15_SOURCE_ZERO,11月15日全源未观察到purchase,0,records,公开源该UTC日期全部记录,2019-11-15 UTC,rees46_multicategory_2019_nov,A_source_quality,reports/purchase_timing/daily_reconciliation.csv,"{""where"":{""utc_date"":""2019-11-15""},""field"":""source_purchase""}",timing-01,cdc9357a146d2e6d3f4e1bd98e237452749f199a,源零记录不证明真实零交易;缺少交易侧发生/入库证据,
COHORT_N,固定前置期队列人数,84165,users,前置名单N=84165;返回分母R=33442;同一B=4812,"pre:[2019-10-01,15);post:[2019-10-15,29) UTC",rees46-pre-oct01-14-post-oct15-28-v1,A_observational,reports/cohort_baseline.csv,"{""where"":{},""field"":""enrolled_users""}",cohort-oct-01,1357d205083fe49714ac20bd4cc47610c889e246,不按结果入组;不是购物车人群;比例差非策略效果,
COHORT_R,其中返回人数,33442,users,前置名单N=84165;返回分母R=33442;同一B=4812,"pre:[2019-10-01,15);post:[2019-10-15,29) UTC",rees46-pre-oct01-14-post-oct15-28-v1,A_observational,reports/cohort_baseline.csv,"{""where"":{},""field"":""returned_users""}",cohort-oct-01,1357d205083fe49714ac20bd4cc47610c889e246,不按结果入组;不是购物车人群;比例差非策略效果,
COHORT_NR,其中未返回人数,50723,users,前置名单N=84165;返回分母R=33442;同一B=4812,"pre:[2019-10-01,15);post:[2019-10-15,29) UTC",rees46-pre-oct01-14-post-oct15-28-v1,A_observational,reports/cohort_baseline.csv,"{""where"":{},""field"":""not_returned_users""}",cohort-oct-01,1357d205083fe49714ac20bd4cc47610c889e246,不按结果入组;不是购物车人群;比例差非策略效果,
COHORT_B,固定队列结果期购买人数,4812,users,前置名单N=84165;返回分母R=33442;同一B=4812,"pre:[2019-10-01,15);post:[2019-10-15,29) UTC",rees46-pre-oct01-14-post-oct15-28-v1,A_observational,reports/cohort_baseline.csv,"{""where"":{},""field"":""post_buyers""}",cohort-oct-01,1357d205083fe49714ac20bd4cc47610c889e246,不按结果入组;不是购物车人群;比例差非策略效果,
COHORT_P,全队列购买率,0.05717340937444305827838175013,probability,前置名单N=84165;返回分母R=33442;同一B=4812,"pre:[2019-10-01,15);post:[2019-10-15,29) UTC",rees46-pre-oct01-14-post-oct15-28-v1,A_observational,reports/cohort_baseline.csv,"{""where"":{},""field"":""cohort_buyer_rate""}",cohort-oct-01,1357d205083fe49714ac20bd4cc47610c889e246,不按结果入组;不是购物车人群;比例差非策略效果,
RETURNED_P,返回者条件购买比例,0.1438909156150947909814006339,probability,前置名单N=84165;返回分母R=33442;同一B=4812,"pre:[2019-10-01,15);post:[2019-10-15,29) UTC",rees46-pre-oct01-14-post-oct15-28-v1,A_observational,reports/cohort_baseline.csv,"{""where"":{},""field"":""returned_buyer_rate""}",cohort-oct-01,1357d205083fe49714ac20bd4cc47610c889e246,不按结果入组;不是购物车人群;比例差非策略效果,
AA_REPEATS,购买率有效离线A/A次数,300,runs,各指标300次固定数据重新分组;保留全部可计算运行,同cohort结果窗;2026-09-21方法运行,rees46-pre-oct01-14-post-oct15-28-v1,C_offline_AA,reports/aa_summary.csv,"{""where"":{""metric"":""post_converted"",""selection"":""all_computable_including_srm""},""field"":""valid""}",aa-oct-01,4124b2d4d30a8a85d6cca30334b99e2f5075501a,不是线上实验或600个独立检验;误报比例非显著结果为假的概率,
AA_BINARY_SIG,购买率显著差异次数,21,runs,各指标300次固定数据重新分组;保留全部可计算运行,同cohort结果窗;2026-09-21方法运行,rees46-pre-oct01-14-post-oct15-28-v1,C_offline_AA,reports/aa_summary.csv,"{""where"":{""metric"":""post_converted"",""selection"":""all_computable_including_srm""},""field"":""significant""}",aa-oct-01,4124b2d4d30a8a85d6cca30334b99e2f5075501a,不是线上实验或600个独立检验;误报比例非显著结果为假的概率,
AA_AMOUNT_SIG,每用户金额显著差异次数,17,runs,各指标300次固定数据重新分组;保留全部可计算运行,同cohort结果窗;2026-09-21方法运行,rees46-pre-oct01-14-post-oct15-28-v1,C_offline_AA,reports/aa_summary.csv,"{""where"":{""metric"":""post_purchase_amount"",""selection"":""all_computable_including_srm""},""field"":""significant""}",aa-oct-01,4124b2d4d30a8a85d6cca30334b99e2f5075501a,不是线上实验或600个独立检验;误报比例非显著结果为假的概率,
SIM_K,人工生成新增购买标记,488,synthetic_flags,全部84165人;A42127/B42038,同cohort结果窗;人工机制seed20260921,rees46-pre-oct01-14-post-oct15-28-v1,C_synthetic_injection,reports/effect_injection_results.csv,"{""where"":{""scenario"":""S1""},""field"":""K""}",injected-oct-01,8be3b17175e5a52d99dcb895f177bb026746ab7b,没有真实干预/收入;非功效估计;S0不是实验前基线失衡,
SIM_TARGET,模拟目标绝对提升,0.5717340937444306,percentage_points,全部84165人;A42127/B42038,同cohort结果窗;人工机制seed20260921,rees46-pre-oct01-14-post-oct15-28-v1,C_synthetic_injection,reports/effect_injection_results.csv,"{""where"":{""scenario"":""S1""},""field"":""target_delta_pp""}",injected-oct-01,8be3b17175e5a52d99dcb895f177bb026746ab7b,没有真实干预/收入;非功效估计;S0不是实验前基线失衡,
SIM_TAU,有限样本生成真值,0.579813461652706,percentage_points,全部84165人;A42127/B42038,同cohort结果窗;人工机制seed20260921,rees46-pre-oct01-14-post-oct15-28-v1,C_synthetic_injection,reports/effect_injection_results.csv,"{""where"":{""scenario"":""S1""},""field"":""tau_pp""}",injected-oct-01,8be3b17175e5a52d99dcb895f177bb026746ab7b,没有真实干预/收入;非功效估计;S0不是实验前基线失衡,
SIM_EST,单次B-A估计,0.2954753570360923,percentage_points,全部84165人;A42127/B42038,同cohort结果窗;人工机制seed20260921,rees46-pre-oct01-14-post-oct15-28-v1,C_synthetic_injection,reports/effect_injection_results.csv,"{""where"":{""scenario"":""S1""},""field"":""difference_pp""}",injected-oct-01,8be3b17175e5a52d99dcb895f177bb026746ab7b,没有真实干预/收入;非功效估计;S0不是实验前基线失衡,
SIM_P,单次模拟双侧p,0.07119629466598748,p_value,全部84165人;A42127/B42038,同cohort结果窗;人工机制seed20260921,rees46-pre-oct01-14-post-oct15-28-v1,C_synthetic_injection,reports/effect_injection_results.csv,"{""where"":{""scenario"":""S1""},""field"":""p_value""}",injected-oct-01,8be3b17175e5a52d99dcb895f177bb026746ab7b,没有真实干预/收入;非功效估计;S0不是实验前基线失衡,
SIM_S0,同一结果期Y0在新分组中的S0差异,-0.2778154750681945,percentage_points,全部84165人;A42127/B42038,同cohort结果窗;人工机制seed20260921,rees46-pre-oct01-14-post-oct15-28-v1,C_synthetic_injection,reports/effect_injection_results.csv,"{""where"":{""scenario"":""S0""},""field"":""difference_pp""}",injected-oct-01,8be3b17175e5a52d99dcb895f177bb026746ab7b,没有真实干预/收入;非功效估计;S0不是实验前基线失衡,
CRIT_ABS,公开Criteo样本conversion组间绝对差,0.1151873052131627986951977849381933616385,percentage_points,按treatment原分配;control2096937/treatment11882655,公开文件未提供可核验日历窗口,criteo_uplift_v2_1_corrected,B_public_RCT_source,reports/criteo_effects.csv,"{""where"":{""metric"":""conversion""},""field"":""absolute_difference_pp""}",criteo-itt-v1-02,2432ffa09febdb3b46ce4b9e1bbe0f56fec88117,非均匀发布抽样;非本人创造的收益;不迁移优惠券或恢复广告主ROI,
CRIT_REL,公开Criteo样本conversion相对差,0.5944881177252620221696085590818123878270,relative_fraction,按treatment原分配;control2096937/treatment11882655,公开文件未提供可核验日历窗口,criteo_uplift_v2_1_corrected,B_public_RCT_source,reports/criteo_effects.csv,"{""where"":{""metric"":""conversion""},""field"":""relative_lift""}",criteo-itt-v1-02,2432ffa09febdb3b46ce4b9e1bbe0f56fec88117,非均匀发布抽样;非本人创造的收益;不迁移优惠券或恢复广告主ROI,
OCT_RAW,十月完整源覆盖扫描记录数,42448764,records,源CSV数据行不含header,2019-10 UTC,rees46_multicategory_2019_oct,A_source_quality,data/manifest.json,"{""json_path"":[""user_sample_candidates"",0,""source_scan"",""record_count""]}",rees46-oct-user5-20260916,1b3a4d066f673487b232bbeed91336f8b9c82753,输入覆盖扫描规模;不是正式全用户指标规模,
OCT_EVENTS,十月正式样本事件数,2114081,events,固定用户目标5%保留源内全部记录,2019-10 UTC,rees46_oct_user5_analysis_v1,A_observational,data/manifest.json,"{""json_path"":[""user_sample_candidates"",0,""sample"",""profile"",""record_count""]}",metrics-month-01,1b3a4d066f673487b232bbeed91336f8b9c82753,目标用户概率非实际事件比例;Spark指标经DuckDB独立核验,
NOV_RAW,十一月完整源覆盖扫描记录数,67501979,records,源CSV数据行不含header,2019-11 UTC,rees46_multicategory_2019_nov,A_source_quality,reports/cross_period/source_manifest.json,"{""json_path"":[""source_profile"",""record_count""]}",nov-source-01 / nov-sample-01,94c3edf6ff256f71b1866a1cc30bfd23e4c18f9b,原始扫描规模非全用户正式分析规模,
NOV_EVENTS,十一月新增正式样本事件数,3340951,events,沿用相同5%用户哈希;含11月新出现匹配ID,2019-11 UTC,rees46_oct_nov_user5_analysis_v1,A_observational,reports/cross_period/source_manifest.json,"{""json_path"":[""sample"",""sample"",""profile"",""record_count""]}",nov-metrics-02 (parent nov-metrics-01),94c3edf6ff256f71b1866a1cc30bfd23e4c18f9b,十一月DuckDB增量;非十月用户名单回访队列,
TWO_MONTH_EVENTS,双月不重叠日期样本事件合计,5455032,events,只加互不重叠日期事件;双月去重用户数not_measured,"[2019-10-01,2019-12-01) UTC",rees46_oct_nov_user5_analysis_v1,A_observational,reports/cross_period/daily_metrics.csv,"{""sum_field"":""event_records""}",review-03,94c3edf6ff256f71b1866a1cc30bfd23e4c18f9b,月用户数不能相加;不能写全流程均由Spark完成,
PRICE_A_LOW_P,A低价路径购买比例,0.056666666666666664,probability,price_product_A首次view价格对;低/高价路径600/888;非订单/销量,低价2019-10-01至2019-10-08;高价2019-10-10至2019-10-22;UTC起点/24h窗,rees46_oct_user5_analysis_v1,A_observational,reports/price_analysis/product_comparisons.csv,"{""where"":{""alias"":""price_product_A"",""branch"":""raw""},""field"":""p_low""}",price-margin-03,9eaa397d7b4f75dfb30a646985c73a3592ad8f96,观察性关联;无共同日期;用户整簇经验区间不覆盖混杂;product_id非保证同规格;别名不与computers调查共用,PRICE-01_observational_raw_price_pair
PRICE_A_HIGH_P,A高价路径购买比例,0.04054054054054054,probability,price_product_A首次view价格对;低/高价路径600/888;非订单/销量,低价2019-10-01至2019-10-08;高价2019-10-10至2019-10-22;UTC起点/24h窗,rees46_oct_user5_analysis_v1,A_observational,reports/price_analysis/product_comparisons.csv,"{""where"":{""alias"":""price_product_A"",""branch"":""raw""},""field"":""p_high""}",price-margin-03,9eaa397d7b4f75dfb30a646985c73a3592ad8f96,观察性关联;无共同日期;用户整簇经验区间不覆盖混杂;product_id非保证同规格;别名不与computers调查共用,PRICE-01_observational_raw_price_pair
PRICE_A_DIFF_PP,A低价减高价的路径购买比例差,1.6126126126126121,percentage_points,price_product_A首次view价格对;低/高价路径600/888;非订单/销量,低价2019-10-01至2019-10-08;高价2019-10-10至2019-10-22;UTC起点/24h窗,rees46_oct_user5_analysis_v1,A_observational,reports/price_analysis/product_comparisons.csv,"{""where"":{""alias"":""price_product_A"",""branch"":""raw""},""field"":""difference_pp""}",price-margin-03,9eaa397d7b4f75dfb30a646985c73a3592ad8f96,观察性关联;无共同日期;用户整簇经验区间不覆盖混杂;product_id非保证同规格;别名不与computers调查共用,PRICE-01_observational_raw_price_pair
PRICE_A_CI_LOW_PP,A原始比例差经验95%区间下界,-2.0529101427084706,percentage_points,price_product_A首次view价格对;低/高价路径600/888;非订单/销量,低价2019-10-01至2019-10-08;高价2019-10-10至2019-10-22;UTC起点/24h窗,rees46_oct_user5_analysis_v1,A_observational,reports/price_analysis/product_comparisons.csv,"{""where"":{""alias"":""price_product_A"",""branch"":""raw""},""field"":""difference_ci_low_pp""}",price-margin-03,9eaa397d7b4f75dfb30a646985c73a3592ad8f96,观察性关联;无共同日期;用户整簇经验区间不覆盖混杂;product_id非保证同规格;别名不与computers调查共用,PRICE-01_observational_raw_price_pair
PRICE_A_CI_HIGH_PP,A原始比例差经验95%区间上界,6.074442599513955,percentage_points,price_product_A首次view价格对;低/高价路径600/888;非订单/销量,低价2019-10-01至2019-10-08;高价2019-10-10至2019-10-22;UTC起点/24h窗,rees46_oct_user5_analysis_v1,A_observational,reports/price_analysis/product_comparisons.csv,"{""where"":{""alias"":""price_product_A"",""branch"":""raw""},""field"":""difference_ci_high_pp""}",price-margin-03,9eaa397d7b4f75dfb30a646985c73a3592ad8f96,观察性关联;无共同日期;用户整簇经验区间不覆盖混杂;product_id非保证同规格;别名不与computers调查共用,PRICE-01_observational_raw_price_pair
PRICE_A_COMMON_DATES,A支持日期比较的共同日期数,0,UTC_dates,price_product_A首次view价格对;低/高价路径600/888;非订单/销量,低价2019-10-01至2019-10-08;高价2019-10-10至2019-10-22;UTC起点/24h窗,rees46_oct_user5_analysis_v1,A_observational,reports/price_analysis/product_comparisons.csv,"{""where"":{""alias"":""price_product_A"",""branch"":""raw""},""field"":""common_dates""}",price-margin-03,9eaa397d7b4f75dfb30a646985c73a3592ad8f96,观察性关联;无共同日期;用户整簇经验区间不覆盖混杂;product_id非保证同规格;别名不与computers调查共用,PRICE-01_observational_raw_price_pair
PRICE_MARGIN_M30_D10,假设毛利率30%价降10%时持平所需相对购买提升,0.5,relative_fraction,高价每机会贡献为基准;固定单位成本;不是实测盈利,纯假设;无真实业务日期,PRICE-01/generic_hypothesis_grid,A_conditional_design,reports/price_analysis/margin_scenarios.csv,"{""where"":{""scenario_type"":""generic_hypothesis_grid"",""m"":""0.30"",""d"":""0.10""},""field"":""required_relative_lift""}",price-margin-03,9eaa397d7b4f75dfb30a646985c73a3592ad8f96,m和d为情景假设;同规格/净收入/固定成本前提未验证;不计算真实利润或ROI,PRICE-01_margin_hypothesis
PRICE_A_M30_REQUIRED,A实际价格对在假设毛利率30%下的持平门槛,0.1200040001333377779259308644,relative_fraction,A高价机会贡献为基准;原始价格对;假设m=.30,低价2019-10-01至2019-10-08;高价2019-10-10至2019-10-22;UTC起点/24h窗,rees46_oct_user5_analysis_v1,A_conditional_design,reports/price_analysis/margin_scenarios.csv,"{""where"":{""scenario_type"":""observed_price_pair_conditional_comparison"",""alias"":""price_product_A"",""branch"":""raw"",""m"":""0.30""},""field"":""required_relative_lift""}",price-margin-03,9eaa397d7b4f75dfb30a646985c73a3592ad8f96,实际日志价差配假设单位贡献;非真实财务毛利;点估计超过门槛不消除无共同日期/区间跨0限制,PRICE-01_observed_pair_conditional_margin
TARGET_VALID_DIFF,30%定向减随机的G差,3.021713455108283,capacity_standardized_difference_per_10000_candidates,每万名valid候选记录;主容量30%;INCREMENTAL减RANDOM;成对bootstrap,公开文件无事件日期;原60/20/20随机划分中的valid,criteo_uplift_v2_1_corrected/valid; criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/targeting/policy_differences.csv,"{""where"":{""capacity_percent"":""30"",""contrast"":""INCREMENTAL_minus_RANDOM""},""field"":""G_difference""}",targeting-valid-01,645306c099bddd46e55963ee858f8f5552df88c4,发布样本容量标准化比较;非真实新增客户/预算/ROI;同源随机留出非跨期跨市场;相同定向名单不算独立证据;该TARGET阶段未比较模型;后续E1/MODEL-EVAL-01另行登记,TARGET-01_valid_development
TARGET_VALID_CI_LOW,30%主差成对95%经验区间下界,2.142144119180858,capacity_standardized_difference_per_10000_candidates,每万名valid候选记录;主容量30%;INCREMENTAL减RANDOM;成对bootstrap,公开文件无事件日期;原60/20/20随机划分中的valid,criteo_uplift_v2_1_corrected/valid; criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/targeting/policy_differences.csv,"{""where"":{""capacity_percent"":""30"",""contrast"":""INCREMENTAL_minus_RANDOM""},""field"":""ci95_low""}",targeting-valid-01,645306c099bddd46e55963ee858f8f5552df88c4,发布样本容量标准化比较;非真实新增客户/预算/ROI;同源随机留出非跨期跨市场;相同定向名单不算独立证据;该TARGET阶段未比较模型;后续E1/MODEL-EVAL-01另行登记,TARGET-01_valid_development
TARGET_VALID_CI_HIGH,30%主差成对95%经验区间上界,3.829241130512961,capacity_standardized_difference_per_10000_candidates,每万名valid候选记录;主容量30%;INCREMENTAL减RANDOM;成对bootstrap,公开文件无事件日期;原60/20/20随机划分中的valid,criteo_uplift_v2_1_corrected/valid; criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/targeting/policy_differences.csv,"{""where"":{""capacity_percent"":""30"",""contrast"":""INCREMENTAL_minus_RANDOM""},""field"":""ci95_high""}",targeting-valid-01,645306c099bddd46e55963ee858f8f5552df88c4,发布样本容量标准化比较;非真实新增客户/预算/ROI;同源随机留出非跨期跨市场;相同定向名单不算独立证据;该TARGET阶段未比较模型;后续E1/MODEL-EVAL-01另行登记,TARGET-01_valid_development
TARGET_TEST_DIFF,30%定向减随机的G差,2.6063689715161527,capacity_standardized_difference_per_10000_candidates,每万名test候选记录;主容量30%;INCREMENTAL减RANDOM;成对bootstrap,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test; criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/targeting_test/policy_differences.csv,"{""where"":{""capacity_percent"":""30"",""contrast"":""INCREMENTAL_minus_RANDOM""},""field"":""G_difference""}",targeting-test-01,76a4e9406091389fe30e7553bdbaab17ffd5c012,发布样本容量标准化比较;非真实新增客户/预算/ROI;同源随机留出非跨期跨市场;相同定向名单不算独立证据;该TARGET阶段未比较模型;后续E1/MODEL-EVAL-01另行登记,TARGET-02_frozen_test_holdout
TARGET_TEST_CI_LOW,30%主差成对95%经验区间下界,1.713007888790414,capacity_standardized_difference_per_10000_candidates,每万名test候选记录;主容量30%;INCREMENTAL减RANDOM;成对bootstrap,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test; criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/targeting_test/policy_differences.csv,"{""where"":{""capacity_percent"":""30"",""contrast"":""INCREMENTAL_minus_RANDOM""},""field"":""ci95_low""}",targeting-test-01,76a4e9406091389fe30e7553bdbaab17ffd5c012,发布样本容量标准化比较;非真实新增客户/预算/ROI;同源随机留出非跨期跨市场;相同定向名单不算独立证据;该TARGET阶段未比较模型;后续E1/MODEL-EVAL-01另行登记,TARGET-02_frozen_test_holdout
TARGET_TEST_CI_HIGH,30%主差成对95%经验区间上界,3.4389972459362395,capacity_standardized_difference_per_10000_candidates,每万名test候选记录;主容量30%;INCREMENTAL减RANDOM;成对bootstrap,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test; criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/targeting_test/policy_differences.csv,"{""where"":{""capacity_percent"":""30"",""contrast"":""INCREMENTAL_minus_RANDOM""},""field"":""ci95_high""}",targeting-test-01,76a4e9406091389fe30e7553bdbaab17ffd5c012,发布样本容量标准化比较;非真实新增客户/预算/ROI;同源随机留出非跨期跨市场;相同定向名单不算独立证据;该TARGET阶段未比较模型;后续E1/MODEL-EVAL-01另行登记,TARGET-02_frozen_test_holdout
